,video_id,trending_date,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,category_title,Country
304013,A73aqJywTkE,17.13.12,2017-12-11T15:00:01.000Z,505789,67127,1744,8875,False,False,Entertainment,RU
17807,ZpQ4Xl_v2LY,18.01.05,2018-04-26T21:35:10.000Z,246461,4633,38,230,False,False,Entertainment,CA
295683,CzNkCoBS0VI,18.04.01,2018-01-03T13:00:02.000Z,72410,8744,68,690,False,False,People & Blogs,RU
316027,TvqZlAIgv_E,17.15.11,2017-11-14T13:34:39.000Z,9262,1,0,1,False,False,Autos & Vehicles,RU
248130,5QbAsaygwvs,17.23.12,2017-12-21T08:00:01.000Z,43834,412,14,364,False,False,Film & Animation,KR
217540,iyrtc94dvqs,18.12.03,2018-03-11T08:51:43.000Z,136284,3875,166,1647,False,False,Gaming,JP
267518,eopaxRzxPHc,17.20.12,2017-12-19T18:12:24.000Z,69726,1724,21,234,False,False,People & Blogs,MX
258206,tuZ-CJOuVYg,18.09.02,2018-02-09T02:14:46.000Z,43087,4516,127,1056,False,False,Entertainment,MX
272344,AqoYrZqIiWs,18.15.04,2018-04-14T21:37:53.000Z,104934,4123,96,638,False,False,People & Blogs,MX
265433,7uMn-KUjlCU,18.03.06,2018-06-01T21:00:00.000Z,235062,9155,510,458,False,False,Entertainment,MX
98193,FrkcKwylVW0,18.16.01,2018-01-14T20:46:28.000Z,2716575,13843,761,1156,False,False,Sports,FR
214721,qAC5w54CFK0,18.25.03,2018-03-24T12:00:14.000Z,73267,277,46,36,False,False,Sports,JP
59506,wYce-AjWQcs,17.15.11,2017-11-13T18:18:04.000Z,97135,674,22,45,False,False,People & Blogs,DE
98074,exG9fKoVQEw,18.09.01,2018-01-08T00:59:10.000Z,5992,48,1,1,False,False,Sports,FR
80205,Gci-KI-RRbg,17.27.11,2017-11-26T20:00:59.000Z,545785,25377,1319,7816,False,False,Science & Technology,DE
19194,I4140nIOKC0,18.21.05,2018-05-19T15:18:24.000Z,253977,1147,143,217,False,False,Entertainment,CA
104832,1P8ffAD9E74,18.22.03,2018-03-21T15:00:00.000Z,72165,1775,95,125,False,False,People & Blogs,FR
289759,LcHdVEpsTZg,18.30.01,2018-01-29T01:59:26.000Z,114141,27128,154,15237,False,False,Film & Animation,MX
100446,X1vzNEwJufA,18.07.05,2018-05-06T08:19:15.000Z,8679,84,3,5,False,False,Sports,FR
257674,3RvDu4I_Mhk,18.02.02,2018-02-02T00:19:02.000Z,8330,17,6,2,False,False,Entertainment,MX
2911,S2l1j-zkTF8,18.02.05,2018-05-01T19:48:43.000Z,214262,2963,265,1227,False,False,Music,CA
277484,0ydrnmoGpP8,17.18.11,2017-11-17T21:00:00.000Z,14459,1756,44,539,False,False,Howto & Style,MX
234333,qL9gxqpz4OU,17.11.12,2017-12-09T16:26:15.000Z,34992,0,0,51,False,True,Comedy,KR
303531,T2AUIjN2PVc,17.26.11,2017-11-25T07:30:00.000Z,60530,3807,100,1028,False,False,Entertainment,RU
199093,3a825ssQo_s,18.21.05,2018-05-20T12:00:00.000Z,64209,2067,50,671,False,False,News & Politics,JP
56609,SzoxK-rihu0,17.25.12,2017-12-23T13:00:03.000Z,250118,28784,198,1435,False,False,Comedy,DE
280118,Q-WRFvXGOuI,17.28.11,2017-11-27T20:19:38.000Z,120128,17523,923,5353,False,False,Music,MX
269136,7V9cjai7ICA,18.26.01,2018-01-25T14:43:44.000Z,127059,228,58,7,False,False,People & Blogs,MX
216949,m1xkLqd1wdU,18.08.05,2018-05-07T17:44:19.000Z,1787268,78882,2059,4705,False,False,Music,JP
118768,cPHDpjKJCSo,18.28.01,2018-01-27T16:59:22.000Z,18828,1597,40,163,False,False,Music,FR
291014,jKPHWQ3kAiE,18.27.04,2018-04-26T08:03:43.000Z,55058,129,20,0,True,False,Education,MX
199731,_9TlJBZGufs,18.20.03,2018-03-19T02:09:59.000Z,30376,240,27,99,False,False,Film & Animation,JP
197474,Hb-1swI5E_0,18.14.03,2018-03-10T21:35:22.000Z,2429275,14517,1024,1588,False,False,Sports,IN
346436,YpnV0M6XTc8,18.23.01,2018-01-16T18:09:06.000Z,192638,10752,357,770,False,False,Comedy,US
94592,WDnzcWOD4xU,18.30.04,2018-04-27T16:46:53.000Z,2533135,150538,3842,2924,False,False,Comedy,FR
261424,vfwnEKkbpgQ,18.30.03,2018-03-30T02:49:47.000Z,6217,140,3,15,False,False,Entertainment,MX
72242,FtEXZMBK3DY,18.19.02,2018-02-18T07:30:00.000Z,15799,1428,21,64,False,False,Howto & Style,DE
329190,QyFIo9Mh9nw,18.03.04,2018-04-02T12:18:00.000Z,9710,560,5,74,False,False,Howto & Style,RU
43688,5E5znIv5jkY,17.23.12,2017-12-22T18:30:00.000Z,34955,282,60,76,False,False,Entertainment,DE
320676,SM8D21ghzkE,18.21.03,2018-03-20T19:58:01.000Z,20820,51,3252,77,False,False,News & Politics,RU
319076,YtmQ1DHeurY,18.23.01,2018-01-22T16:00:04.000Z,78741,8525,80,1299,False,False,News & Politics,RU
14657,3qosYmUSUas,18.09.03,2018-03-05T19:41:41.000Z,87072,0,0,4,False,True,Entertainment,CA
56040,Lzg55FuaC6s,18.14.06,2018-06-13T16:16:06.000Z,16822,84,15,25,False,False,Entertainment,DE
85190,dgxpqZEwPhw,18.05.02,2018-02-04T08:00:01.000Z,6542,289,12,24,False,False,Entertainment,FR
181504,A1hRXruLKw4,18.10.05,2018-05-08T03:49:42.000Z,203422,813,95,27,False,False,Entertainment,IN
56960,abV1jAOgC5Q,18.25.01,2018-01-24T12:15:55.000Z,107432,1299,27,93,False,False,Comedy,DE
278278,2WmA7bJZPiw,18.15.01,2018-01-14T15:00:00.000Z,558268,21640,564,1987,False,False,Howto & Style,MX
287317,WdRj41DwQjo,18.08.03,2018-03-08T00:55:57.000Z,838054,48340,555,1791,False,False,Sports,MX
316522,9fow4zhUH1Y,18.17.01,2018-01-15T16:00:02.000Z,148136,7136,778,1792,False,False,Autos & Vehicles,RU
2291,2qrzmYBNXyc,18.23.03,2018-03-22T16:57:39.000Z,21690,1186,14,152,False,False,Music,CA
49142,n9TzL3jwksA,18.09.03,2018-03-08T19:00:04.000Z,222845,5171,182,527,False,False,Entertainment,DE
349401,fiErkaNjBwk,18.19.01,2018-01-15T21:17:31.000Z,4497,113,4,16,False,False,Science & Technology,US
73890,c43LUIwjkf8,18.05.01,2017-12-31T18:30:10.000Z,333227,1974,5410,2062,False,False,News & Politics,DE
111424,VgZ7VJKsTk4,18.28.03,2018-03-27T08:41:38.000Z,6414,170,3,10,False,False,Autos & Vehicles,FR
187071,UcrgbGuuJ88,18.11.05,2018-05-09T17:11:34.000Z,176153,1097,125,230,False,False,Comedy,IN
248246,MRsXjb2JvbE,18.03.01,2017-12-31T09:00:01.000Z,165291,3753,86,910,False,False,Film & Animation,KR
268280,gQwTd8nNnUw,18.05.01,2018-01-04T19:52:14.000Z,9438,426,13,15,False,False,People & Blogs,MX
12399,UKzfwEyPBIM,18.01.02,2018-01-28T23:21:45.000Z,365026,10726,658,3298,False,False,Entertainment,CA
325160,ytzdgVIm3kI,17.14.12,2017-12-13T18:37:23.000Z,67584,231,116,28,False,False,Film & Animation,RU
267419,noIvFvlejOw,17.17.12,2017-12-15T11:18:29.000Z,152277,173,65,19,False,False,People & Blogs,MX
256534,Kbg777rhMrA,18.15.01,2018-01-14T20:34:15.000Z,1121261,6736,335,945,False,False,Entertainment,MX
30236,HQaPUpqmPDk,18.07.03,2018-03-06T12:29:58.000Z,59290,3415,32,201,False,False,Howto & Style,CA
106530,6mcAkkDXR-s,18.27.05,2018-05-26T14:30:00.000Z,15435,363,33,82,False,False,People & Blogs,FR
217965,pm1C0JJXwHg,18.26.04,2018-04-25T10:43:27.000Z,26158,0,0,87,False,True,Gaming,JP
23462,7XcwJxgEJTM,18.23.03,2018-03-22T21:25:16.000Z,93918,4270,309,1383,False,False,News & Politics,CA
268808,i8OLJkLSn4k,18.19.01,2018-01-18T09:30:01.000Z,19736,82,6,0,False,False,People & Blogs,MX
247734,VByKptvh-ZA,17.20.11,2017-11-16T11:24:36.000Z,75377,226,8,158,False,False,Film & Animation,KR
329215,IThpm0-3QZg,18.06.04,2018-04-05T20:52:55.000Z,5430,336,20,46,False,False,Howto & Style,RU
280484,UcN4MAobdwQ,17.21.12,2017-12-20T05:53:01.000Z,84614,201,59,74,False,False,Music,MX
39258,5Skbq1aWesQ,18.20.05,2018-05-17T17:45:00.000Z,320243,7859,179,861,False,False,Travel & Events,CA
107719,n-Px0Dq8NGU,18.30.05,2018-05-29T05:00:04.000Z,196569,11823,224,1408,False,False,Education,FR
222236,h0fCWFuk6PQ,18.26.02,2018-02-22T01:31:52.000Z,187653,371,118,760,False,False,People & Blogs,KR
270324,TyCLcWpuYmM,18.21.02,2018-02-20T04:46:07.000Z,201339,1126,68,133,False,False,People & Blogs,MX
305100,NsXwaWmLpNM,18.22.01,2018-01-21T22:20:46.000Z,4336,436,24,110,False,False,Entertainment,RU
109958,qUwUyCMrixY,18.23.05,2018-05-21T17:09:04.000Z,84661,3863,96,295,False,False,Howto & Style,FR
307125,IPhEq_6ctOw,18.15.04,2018-04-14T16:20:16.000Z,74678,364,72,381,False,False,Entertainment,RU
324119,Suwyq3-tR0s,18.24.02,2018-02-23T21:40:31.000Z,274758,19338,1337,666,False,False,Gaming,RU
98958,Nti8CEDXZ_I,18.18.02,2018-02-17T22:00:14.000Z,2533,127,4,15,False,False,Sports,FR
309895,HMcAB2Y6AtY,18.02.04,2018-04-01T09:18:31.000Z,24568,960,141,225,False,False,Science & Technology,RU
268869,5cKrbmkPGxA,18.20.01,2018-01-19T22:33:30.000Z,288806,40653,389,14331,False,False,People & Blogs,MX
85863,3KAzZJKR5Gc,18.19.02,2018-02-17T22:00:00.000Z,1030776,29229,647,5800,False,False,Entertainment,FR
328332,ZLoN7Sb5aSA,18.03.01,2018-01-03T06:57:53.000Z,2213,307,10,18,False,False,Howto & Style,RU
259343,NfTG3ntjcB8,18.27.02,2018-02-26T21:55:25.000Z,8174,755,9,140,False,False,Entertainment,MX
245144,pY8Kp_1ef3c,18.13.05,2018-05-12T07:59:44.000Z,17521,280,2,42,False,False,Entertainment,KR
115235,FksSijpx5I0,18.04.06,2018-06-03T18:21:18.000Z,28822,472,11,103,False,False,News & Politics,FR
247382,WhQPcDs_qWo,18.17.04,2018-04-15T05:53:29.000Z,212986,5485,59,987,False,False,Pets & Animals,KR
272892,GxSOv8VHSy4,18.29.04,2018-04-27T22:54:44.000Z,75905,8908,160,2224,False,False,People & Blogs,MX
318441,9SRCSSX37Ag,17.25.12,2017-12-23T18:50:41.000Z,118619,5020,266,2603,False,False,News & Politics,RU
295373,PoZkNVyjqkE,17.30.12,2017-12-29T13:19:46.000Z,22550,137,18,32,False,False,People & Blogs,RU
72496,Boc18BU3cFg,18.20.03,2018-03-18T12:22:32.000Z,39004,1751,77,505,False,False,Howto & Style,DE
242009,bfoYi4TbRck,18.23.02,2018-02-20T11:00:35.000Z,143826,2290,13,161,False,False,Entertainment,KR
39025,pGMOj58Bpt4,18.04.01,2018-01-04T00:26:40.000Z,25224,2936,177,1129,False,False,Travel & Events,CA
302298,QKmufWA8bcw,18.22.05,2018-05-21T07:04:30.000Z,37663,2718,64,173,False,False,People & Blogs,RU
319039,tdE9UGWDaNw,18.21.01,2018-01-19T18:18:55.000Z,57258,1258,108,516,False,False,News & Politics,RU
278187,S8gb693GCVY,18.06.01,2018-01-05T22:32:50.000Z,17450,1075,21,171,False,False,Howto & Style,MX
121639,SAf3WqSoPqU,18.02.03,2018-02-28T19:53:45.000Z,53581,180,17,10,False,False,Travel & Events,FR
218572,E9r3LJ8plTo,17.17.11,2017-11-16T13:05:22.000Z,18320,741,10,45,False,False,People & Blogs,KR
78488,dqmchgH9jwg,17.14.11,2017-11-13T13:04:29.000Z,32873,1508,75,288,False,False,Gaming,DE
13137,vGmJiY2Awek,18.13.02,2018-02-11T18:06:16.000Z,150087,1728,190,209,False,False,Entertainment,CA
54813,xwK7bKMAJYI,18.30.05,2018-05-25T11:00:04.000Z,2033311,76975,43131,12178,False,False,Entertainment,DE
86950,B1NGva7nswI,18.15.03,2018-03-13T21:03:29.000Z,42884,405,48,83,False,False,Entertainment,FR
46213,1EF0mbzVmiE,18.28.01,2018-01-27T12:30:00.000Z,14305,1726,64,104,False,False,Entertainment,DE
228780,Ei_bVwdL4T4,18.15.02,2018-02-13T07:41:48.000Z,85638,0,0,1005,False,True,News & Politics,KR
63679,UOdfqGyz3CQ,18.06.04,2018-04-04T14:30:00.000Z,27778,2151,23,515,False,False,People & Blogs,DE
299499,Rs_guC9uFzw,18.20.03,2018-03-19T18:32:52.000Z,5485,417,19,67,False,False,People & Blogs,RU
305189,50Gz6xGPGk4,18.26.01,2018-01-25T17:07:02.000Z,132162,885,372,715,False,False,Entertainment,RU
207534,YrbQR4ubqiY,18.26.02,2018-02-25T14:00:54.000Z,6907,0,0,52,False,True,Entertainment,JP
323026,iHML48EyQO4,17.29.11,2017-11-28T13:53:24.000Z,13428,1681,16,108,False,False,Pets & Animals,RU
36865,NtEbI3TBl8E,18.09.02,2018-02-07T02:56:33.000Z,637889,2519,130,1079,False,False,Sports,CA
304566,xdW7CZarwJg,17.31.12,2017-12-30T16:19:27.000Z,66183,8037,172,1388,False,False,Entertainment,RU
219735,kbDpTaXNHVM,17.19.12,2017-12-17T13:00:04.000Z,198554,1913,139,469,False,False,People & Blogs,KR
217323,Z3evx2MBWN0,18.13.02,2018-02-12T17:08:36.000Z,93704,625,41,12,False,False,Gaming,JP
115691,aZFdB48Nvrs,17.11.12,2017-12-09T20:30:00.000Z,151552,2194,104,854,False,False,Film & Animation,FR
110990,vCJdxs3bPe0,17.23.11,2017-11-22T17:04:59.000Z,7553,45,0,1,False,False,Autos & Vehicles,FR
198476,Mu7mLBtUVLM,18.20.03,2018-03-19T12:00:02.000Z,16895,398,20,88,False,False,News & Politics,JP
262561,8QLWz0mh6nA,18.22.04,2018-04-20T16:06:41.000Z,544383,1955,892,810,False,False,Entertainment,MX
209174,FFxBA48eoKU,18.02.04,2018-03-27T09:18:03.000Z,9891,25,5,2,False,False,Entertainment,JP
56854,TzYHMBiQnOg,18.17.01,2018-01-16T03:06:20.000Z,192988,8432,428,1233,False,False,Comedy,DE
286772,38mvjkqh0bM,18.09.02,2018-02-08T23:15:11.000Z,2036,16,1,4,False,False,Sports,MX
54547,iUpSzDDdg00,18.27.05,2018-05-26T16:06:57.000Z,18035,0,0,397,False,True,Entertainment,DE
304197,e_fKApGKZgI,17.19.12,2017-12-17T12:18:21.000Z,146472,18714,1660,1357,False,False,Entertainment,RU
230269,fQigknerjl4,18.29.03,2018-03-26T07:50:28.000Z,103231,127,64,156,False,False,News & Politics,KR
266383,L_Ya0k2p7zg,17.20.11,2017-11-18T23:00:00.000Z,19137,1008,25,61,False,False,People & Blogs,MX
229488,QG-H5yfkdpI,18.09.03,2018-03-07T06:38:17.000Z,142401,1164,199,352,False,False,News & Politics,KR
252907,zZiIUMy-ERc,17.17.11,2017-11-15T23:56:08.000Z,25806,121,6,7,False,False,Entertainment,MX
206958,y7gfpFzsFt8,18.14.02,2018-02-12T09:00:02.000Z,275058,8321,158,750,False,False,Entertainment,JP
110629,SY7wTPQQITk,18.07.03,2018-03-06T17:00:01.000Z,20029,2047,17,219,False,False,Science & Technology,FR
183691,LdWS3t9PMvY,18.07.06,2018-06-05T05:59:28.000Z,77895,2505,76,138,False,False,Entertainment,IN
231395,smYWZhuuiQE,18.03.05,2018-05-02T11:09:57.000Z,112709,5307,145,630,False,False,News & Politics,KR
90523,6pX4Jii6psQ,18.03.06,2018-06-02T01:27:47.000Z,404373,4003,577,0,True,False,Entertainment,FR
216981,8uzUYNagREM,18.11.05,2018-05-11T03:00:01.000Z,5722,964,8,96,False,False,Music,JP
42443,WiCP4JBw-So,17.07.12,2017-12-06T16:00:05.000Z,16064,638,49,77,False,False,Entertainment,DE
243951,vIUy7KFerf0,18.14.04,2018-04-11T07:00:10.000Z,444822,10266,558,2293,False,False,Entertainment,KR
112201,9bpZ1yBs4YY,17.13.12,2017-12-11T12:01:20.000Z,49667,308,34,42,False,False,News & Politics,FR
272518,aqLSOxChdiA,18.19.04,2018-04-04T23:51:37.000Z,13772,77,37,20,False,False,People & Blogs,MX
21707,BsTcF-8IL-Q,17.26.12,2017-12-24T15:14:12.000Z,197427,3033,532,2499,False,False,News & Politics,CA
50707,oBJKAXaa9bc,18.30.03,2018-03-29T14:32:51.000Z,68556,1063,44,84,False,False,Entertainment,DE
218185,vlpdt1CDN6k,18.28.05,2018-05-26T13:00:11.000Z,295689,8373,244,1184,False,False,Gaming,JP
297465,9Jf2_8-sbCw,18.06.02,2018-02-04T05:41:51.000Z,219241,5088,636,368,False,False,People & Blogs,RU
119641,tPNIi9AYTXs,18.11.03,2018-03-09T14:05:46.000Z,13442,611,13,36,False,False,Music,FR
169579,_QYSDjAvLmY,17.07.12,2017-12-04T06:38:15.000Z,51862,108,116,58,False,False,Entertainment,IN
118686,D2GEiU56Ku8,18.25.01,2018-01-22T15:00:00.000Z,1385890,63160,1560,3267,False,False,Music,FR
258034,frplHXXKWBQ,18.07.02,2018-02-07T02:19:52.000Z,2185,0,0,12,False,True,Entertainment,MX
319521,t2_mNEDRiZA,18.09.02,2018-02-09T03:31:56.000Z,21701,1967,1642,509,False,False,News & Politics,RU
254347,t10FURymwns,17.11.12,2017-12-10T05:03:28.000Z,36791,725,51,199,False,False,Entertainment,MX
296458,W11hxbZXfU0,18.19.01,2018-01-18T16:13:59.000Z,20324,1480,47,155,False,False,People & Blogs,RU
203547,rHQegCpyzLY,18.01.05,2018-04-30T09:17:34.000Z,54019,1383,51,380,False,False,People & Blogs,JP
53930,iiB5_qj9JCs,18.20.05,2018-05-18T14:39:24.000Z,88424,2239,162,969,False,False,Entertainment,DE
255942,XwYx8UpIuYw,18.03.01,2018-01-02T10:09:15.000Z,8004,66,5,4,False,False,Entertainment,MX
297974,yk3Ux5rVXwk,18.17.02,2018-02-16T18:35:23.000Z,7218,322,17,87,False,False,People & Blogs,RU
106021,7ygFXv6JOFE,18.08.05,2018-05-07T19:31:52.000Z,99403,1104,70,118,False,False,People & Blogs,FR
183194,TGxBmuU5NkY,18.01.06,2018-05-30T22:27:38.000Z,167779,588,91,28,False,False,Entertainment,IN
28646,g9YdyLjft_g,18.08.05,2018-05-07T16:20:55.000Z,68725,435,70,353,False,False,People & Blogs,CA
331180,D5tett-Kb6w,18.19.04,2018-04-18T11:01:38.000Z,338711,57203,86,3525,False,False,Music,RU
255093,1EP-9uPxI9E,17.22.12,2017-12-22T02:25:12.000Z,48914,4831,62,528,False,False,Entertainment,MX
310695,C6aA5UcAaEc,17.13.12,2017-12-12T10:29:03.000Z,31553,5043,224,700,False,False,Comedy,RU
348279,kATuE1S5qk0,18.24.05,2018-05-23T03:59:04.000Z,644853,11312,269,633,False,False,Comedy,US
356393,zDz9s2AOTVE,18.06.01,2018-01-02T04:40:34.000Z,5103093,64177,3885,6259,False,False,Sports,US
208595,JRFnDMUHdrw,18.20.03,2018-03-19T15:30:00.000Z,98983,75,36,58,False,False,Entertainment,JP
44223,KOBselaRSQg,17.30.12,2017-12-29T15:45:46.000Z,36783,145,6,10,False,False,Entertainment,DE
319930,WsrSuxfV0v8,18.23.02,2018-02-22T14:15:05.000Z,29173,194,11,54,False,False,News & Politics,RU
316188,d7kgXWYWK6Q,17.02.12,2017-12-01T18:51:27.000Z,31658,2153,16,51,False,False,Autos & Vehicles,RU
193850,REyEh6QzEQA,18.09.05,2018-05-03T16:34:22.000Z,28131,0,0,13,False,True,People & Blogs,IN
258767,TnBT739xkVI,18.19.02,2018-02-18T13:48:39.000Z,7765,45,1,4,False,False,Entertainment,MX
319784,RMIehMBBMm0,18.17.02,2018-02-16T18:09:56.000Z,46201,4718,250,1902,False,False,News & Politics,RU
77022,pYeEPS4HMcc,18.15.02,2018-02-14T09:04:52.000Z,1598263,43883,4376,3968,False,False,Music,DE
21548,I5aEvoWlDr0,17.15.12,2017-12-14T19:00:01.000Z,72373,3198,1289,975,False,False,News & Politics,CA
307365,zG3A4kLSZdI,18.22.04,2018-04-21T09:38:24.000Z,121038,18198,219,2720,False,False,Entertainment,RU
111825,4ACfZPVZrtU,17.25.11,2017-11-24T14:08:07.000Z,2309,0,0,1,False,True,News & Politics,FR
279870,zvZkuolTwyk,18.13.06,2018-06-12T23:00:08.000Z,96447,2848,178,201,False,False,Howto & Style,MX
11093,W3ePtSQZLJ0,18.09.01,2018-01-08T22:03:16.000Z,26670,1100,34,146,False,False,Entertainment,CA
197728,d0NNTQLLVQY,18.25.05,2018-05-22T02:59:40.000Z,2350928,31283,1703,4131,False,False,Sports,IN
104277,1NzVM5bKSbM,18.04.03,2018-03-01T16:08:13.000Z,2293,76,1,5,False,False,People & Blogs,FR
269813,ErivreAZpBA,18.09.02,2018-02-08T11:13:53.000Z,46934,1793,74,67,False,False,People & Blogs,MX
115007,rF_mBgxE95Y,18.22.05,2018-05-21T17:03:58.000Z,46738,260,42,23,False,False,News & Politics,FR
305032,5vSNvuboYcw,18.20.01,2018-01-20T05:52:34.000Z,36206,2160,125,355,False,False,Entertainment,RU
16909,VgvY0tJs_iw,18.17.04,2018-04-16T23:25:51.000Z,48550,3393,83,632,False,False,Entertainment,CA
112326,88SUjkbP_4A,17.20.12,2017-12-19T19:06:05.000Z,2891,26,0,11,False,False,News & Politics,FR
237654,xjY4GWE5Zqk,18.12.05,2018-05-10T09:00:10.000Z,120348,6804,71,764,False,False,Music,KR
326723,l7E4PvjwWHg,18.17.04,2018-04-16T20:00:00.000Z,20873,120,56,21,False,False,Film & Animation,RU
342227,PbRmbhdHDDM,18.18.04,2018-04-11T16:00:06.000Z,2315502,97325,436,5342,False,False,Entertainment,US
317103,O_pL3BgBPz0,18.06.04,2018-04-05T16:07:03.000Z,181986,9169,349,944,False,False,Autos & Vehicles,RU
171079,OWZq0EnoDnI,17.25.12,2017-12-23T04:50:33.000Z,207745,1191,331,759,False,False,Entertainment,IN
81125,hx4BjueuATk,18.03.04,2018-04-02T12:37:00.000Z,45643,3446,70,418,False,False,Pets & Animals,DE
258186,zTucFtedYf8,18.09.02,2018-02-07T20:10:38.000Z,372428,34586,368,5118,False,False,Entertainment,MX
260456,f0qsafTMmZg,18.16.03,2018-03-15T18:12:53.000Z,15622,133,25,153,False,False,Entertainment,MX
278512,7XAdCxnRF6w,18.03.02,2018-02-02T22:40:50.000Z,14529,1176,22,193,False,False,Howto & Style,MX
200071,dETA5ekdWE8,18.22.04,2018-04-21T07:25:51.000Z,8870,161,2,12,False,False,Film & Animation,JP
288665,7nzOcflCh4s,18.29.05,2018-05-28T16:00:01.000Z,39720,3305,48,129,False,False,Sports,MX
189068,Hq6rk6xT4Sk,18.11.02,2018-02-06T06:58:01.000Z,1067593,21174,777,949,False,False,Music,IN
223808,LZ6avM6twMw,18.18.04,2018-04-14T18:24:49.000Z,72081,3391,24,163,False,False,People & Blogs,KR
223640,7jSbgxHfRjA,18.14.04,2018-04-13T15:51:08.000Z,26748,265,3,104,False,False,People & Blogs,KR
272204,LrB8SSViS0A,18.05.04,2018-04-04T23:03:40.000Z,66875,316,102,29,False,False,People & Blogs,MX
293966,v2ggD9zib40,17.04.12,2017-12-02T07:40:39.000Z,129996,5875,169,1165,False,False,People & Blogs,RU
329238,GvS_D7V7TrU,18.14.04,2018-04-14T03:55:08.000Z,23925,1534,46,394,False,False,Howto & Style,RU
256114,1tbWtFGGnuI,18.06.01,2018-01-05T22:36:21.000Z,8316,71,6,11,False,False,Entertainment,MX
80350,ppCM8fNeINI,18.24.01,2018-01-22T17:47:37.000Z,46793,5458,32,496,False,False,Science & Technology,DE
92120,-HX0Lpo2PF8,17.20.12,2017-12-17T15:00:01.000Z,1386442,90260,2442,2865,False,False,Comedy,FR
28016,6KdANAT63Wo,18.02.04,2018-04-01T19:48:54.000Z,26005,147,29,47,False,False,People & Blogs,CA
210479,hpgdiwFFuBE,18.05.05,2018-04-30T11:07:10.000Z,91261,918,11,27,False,False,Entertainment,JP
105275,VoDYd8IozvI,18.06.04,2018-04-05T12:47:41.000Z,11080,50,21,63,False,False,People & Blogs,FR
285337,NFQ7rKHB1_g,17.27.11,2017-11-25T11:15:05.000Z,50269,266,10,33,False,False,Sports,MX
351631,A-JtybJbVbA,18.04.01,2017-12-28T17:39:53.000Z,92983,1639,106,116,False,False,Film & Animation,US
76113,0bCxv-ywJ58,17.15.11,2017-11-14T14:26:03.000Z,40969,3754,10,376,False,False,Music,DE
270552,lCShbz81sWM,18.26.02,2018-02-01T02:44:40.000Z,11007,120,12,6,False,False,People & Blogs,MX
171919,BLXjbEfDSEU,18.05.01,2018-01-01T11:24:53.000Z,578285,8956,164,348,False,False,Entertainment,IN
278604,yafCeurGq_E,18.11.02,2018-02-11T01:00:04.000Z,4884,430,3,72,False,False,Howto & Style,MX
85057,uTJe7DKwA2s,18.03.02,2018-02-02T17:43:54.000Z,230137,1262,338,224,False,False,Entertainment,FR
272751,HIrnqkVThWw,18.25.04,2018-04-25T02:25:22.000Z,11986,1456,11,134,False,False,People & Blogs,MX
306624,L5gIqzxNUZY,18.20.03,2018-03-18T16:39:19.000Z,442896,32775,694,2418,False,False,Entertainment,RU
297602,y1_REOwpz20,18.09.02,2018-02-09T05:54:21.000Z,693,74,3,11,False,False,People & Blogs,RU
70695,Hp7o9oG9Gis,18.23.04,2018-04-21T19:02:16.000Z,84569,471,42,46,False,False,Sports,DE
104493,q1-IGkxvQmI,18.12.03,2018-03-11T19:28:06.000Z,2683,246,4,121,False,False,People & Blogs,FR
59089,AaQAP57A0q0,18.07.03,2018-03-06T17:00:01.000Z,4154,192,15,19,False,False,Education,DE
264538,hdqi7FFMgAw,18.21.05,2018-05-20T16:00:03.000Z,46117,1089,88,504,False,False,Entertainment,MX
101278,AzGzuw5AMNE,18.13.06,2018-06-12T13:00:00.000Z,38238,2652,50,292,False,False,Sports,FR
165794,xZ7J_rjRGR0,18.19.03,2018-03-15T14:58:41.000Z,979197,17557,429,557,False,False,News & Politics,IN
22067,uh9tRBLsNpo,18.13.01,2018-01-11T22:58:15.000Z,172835,632,192,1013,False,False,News & Politics,CA
272385,a--cnZttaVE,18.16.04,2018-04-16T02:12:50.000Z,202054,26264,477,2346,False,False,People & Blogs,MX
74421,KORTP545vAc,18.08.02,2018-02-06T23:04:48.000Z,1096737,15327,596,9,False,False,News & Politics,DE
336028,k_aT3jAK_QU,17.01.12,2017-11-30T08:35:00.000Z,372262,3332,286,355,False,False,Entertainment,US
163890,_0Rv0Pw1FgA,17.30.12,2017-12-28T08:30:01.000Z,54116,156,24,52,False,False,News & Politics,IN
327070,IzbXSQ-k6mM,18.08.05,2018-05-05T13:51:16.000Z,2866802,27296,9564,2042,False,False,Film & Animation,RU
200172,estIViVkplw,18.01.05,2018-04-30T08:00:01.000Z,19426,531,11,111,False,False,Film & Animation,JP
95494,VRI44F7HjA8,18.14.06,2018-06-13T21:03:30.000Z,206627,2761,406,352,False,False,Comedy,FR
110723,Q-vyn818gQE,18.03.04,2018-04-02T16:50:29.000Z,3072,198,3,166,False,False,Science & Technology,FR
258272,4Moqx3WnWVI,18.10.02,2018-02-09T16:11:01.000Z,31130,1735,41,264,False,False,Entertainment,MX
260870,uB6ge8bzdlM,18.22.03,2018-03-21T20:29:22.000Z,8644,86,9,9,False,False,Entertainment,MX
11107,ojqwuLhgZNw,18.09.01,2018-01-08T19:00:03.000Z,90790,2051,76,786,False,False,Entertainment,CA
190800,JJpcCKKqc4k,18.11.05,2018-05-07T12:00:02.000Z,3172831,56079,2448,2097,False,False,Music,IN
